id,uniqueid,adddate,lastmoddate,name,ownerid,userights,sortorder,parent,groupid,federationlevel,deleted
342,1193869252435561,1318392313,1504804807,Fundamental Theorem Line Integrals,1,8,0,339,0,1,0
343,1194286001993472,1318392313,1504804807,Greens Theorem,1,8,0,339,0,1,0
344,1194377612100111,1318392313,1504804807,Curl and Divergence,1,8,0,339,0,1,0
345,1194554667553303,1318392313,1504804807,Surface Integrals,1,8,0,339,0,1,0
346,1195064093213833,1318392313,1504804807,Stokes Theorem,1,8,0,339,0,1,0
347,1195064106333408,1318392313,1504804807,Divergence Theorem,1,8,0,339,0,1,0
348,1269898663848113,1318392313,1504804807,multivariable,1,8,0,303,0,1,0
349,1175200635552679,1318392350,1504804807,Differential Eqns,1,8,0,0,0,1,0
350,1176065060195581,1318392350,1504804807,Intro,1,8,0,349,0,1,0
351,1176150109771694,1318392350,1504804807,Classification and Verifying solutions,1,8,0,350,0,1,0
352,1176065346400635,1318392350,1504804807,Modeling,1,8,0,350,0,1,0
353,1176065364741196,1318392350,1504804807,Slope Fields,1,8,0,350,0,1,0
354,1176065381775701,1318392350,1504804807,Qualitative Analysis,1,8,0,350,0,1,0
355,1176065221138317,1318392350,1504804807,First Order,1,8,0,349,0,1,0
356,1176065400742499,1318392350,1504804807,Modeling with First Order,1,8,0,355,0,1,0
357,1176065421578331,1318392350,1504804807,Linear constant coefficients,1,8,0,355,0,1,0
358,1176065440741778,1318392350,1504804807,Integrating Factors,1,8,0,355,0,1,0
359,1176065460941708,1318392350,1504804807,Separable,1,8,0,355,0,1,0
360,1176065491098947,1318392350,1504804807,Autonomous,1,8,0,355,0,1,0
361,1176065787333788,1318392350,1504804807,Equilibrium Points and Phase Lines,1,8,0,355,0,1,0
362,1176065813100197,1318392350,1504804807,Bifurcations,1,8,0,355,0,1,0
363,1176065828571265,1318392350,1504804807,Exact Equations,1,8,0,355,0,1,0
364,1176065842743089,1318392350,1504804807,Eulers Method,1,8,0,355,0,1,0
365,1176065860508475,1318392350,1504804807,Existence and Uniqueness,1,8,0,355,0,1,0
366,1176065873054023,1318392350,1504804807,Difference Equations,1,8,0,355,0,1,0
367,1176065237518951,1318392350,1504804807,Second Order,1,8,0,349,0,1,0
368,1176065906951975,1318392350,1504804807,Modeling with Second Order,1,8,0,367,0,1,0
369,1176066046172216,1318392350,1504804807,Homogenous Constant Coefficients,1,8,0,367,0,1,0
370,1176066063912360,1318392350,1504804807,Linear Homogenous,1,8,0,367,0,1,0
371,1176066077152075,1318392350,1504804807,Complex Roots,1,8,0,367,0,1,0
372,1176066096626196,1318392350,1504804807,Repeated Roots,1,8,0,367,0,1,0
373,1176066118634358,1318392350,1504804807,Undetermined Coefficients,1,8,0,367,0,1,0
374,1176066133015692,1318392350,1504804807,Variation of Parameters,1,8,0,367,0,1,0
375,1176066145008737,1318392350,1504804807,Vibrations,1,8,0,367,0,1,0
376,1176065255718169,1318392350,1504804807,Higher Order,1,8,0,349,0,1,0
377,1176065932392783,1318392350,1504804807,Homogenous Constant Coefficients,1,8,0,376,0,1,0
378,1176066162712366,1318392350,1504804807,Undetermined Coefficients,1,8,0,376,0,1,0
379,1176066175718391,1318392350,1504804807,Variation of Parameters,1,8,0,376,0,1,0
380,1176065277436402,1318392350,1504804807,Series Solutions,1,8,0,349,0,1,0
381,1176066017331522,1318392350,1504804807,Basic,1,8,0,380,0,1,0
382,1176065295582866,1318392350,1504804807,Laplace Transform,1,8,0,349,0,1,0
383,1176065954698582,1318392350,1504804807,Find Laplace Transform,1,8,0,382,0,1,0
384,1176066201277441,1318392350,1504804807,Solve IVP,1,8,0,382,0,1,0
385,1176066223300233,1318392350,1504804807,Discontinous Forcing Functions,1,8,0,382,0,1,0
386,1176065311065583,1318392350,1504804807,First Order Systems,1,8,0,349,0,1,0
387,1176065978541048,1318392350,1504804807,Modeling with Systems,1,8,0,386,0,1,0
388,1176066243866509,1318392350,1504804807,Qualitative Analysis,1,8,0,386,0,1,0
389,1176066269059731,1318392350,1504804807,Homogenous Constant Coefficients,1,8,0,386,0,1,0
390,1176066292644842,1318392350,1504804807,Complex Eigenvalues,1,8,0,386,0,1,0
391,1176066313547368,1318392350,1504804807,Repeated/Zero Eigenvalues,1,8,0,386,0,1,0
392,1176066339302464,1318392350,1504804807,Nonhomogenous Linear Systems,1,8,0,386,0,1,0
393,1176066351149401,1318392350,1504804807,Phase Plane,1,8,0,386,0,1,0
394,1176065326440575,1318392350,1504804807,Nonlinear Systems,1,8,0,349,0,1,0
395,1176066000797340,1318392350,1504804807,Qualitative Analysis,1,8,0,394,0,1,0
396,1176066375651985,1318392350,1504804807,Autonomous Systems,1,8,0,394,0,1,0
397,1176066396843581,1318392350,1504804807,Competing Species,1,8,0,394,0,1,0
398,1180105787310296,1318392350,1504804807,Numerical Methods,1,8,0,349,0,1,0
399,1176984201292516,1318392350,1504804864,Linear Algebra,1,8,0,0,0,1,0
400,1176984238827842,1318392350,1504804864,matrices,1,8,0,399,0,1,0
401,1177313307521082,1318392350,1504804864,Eigenvalues and Eigenvectors,1,8,0,399,0,1,0
402,1177313486729651,1318392350,1504804864,Applications of Linear Algebra,1,8,0,399,0,1,0
403,1171645488030097,1318392381,1504804864,History of Math,1,8,0,0,0,1,0
404,1171645548395130,1318392381,1504804864,Mayans,1,8,0,403,0,1,0
405,1171645645475129,1318392381,1504804864,Egyptians,1,8,0,403,0,1,0
406,1171645672244777,1318392381,1504804864,Babylonians,1,8,0,403,0,1,0
407,1181588685803372,1318392381,1504804864,Number Systems,1,8,0,403,0,1,0
408,1181588740486553,1318392381,1504804864,Pythagoreans,1,8,0,403,0,1,0
409,1181588760150940,1318392381,1504804864,Greeks,1,8,0,403,0,1,0
410,1181588777988547,1318392381,1504804864,Cubics and Logs,1,8,0,403,0,1,0
411,1171654102530619,1318392381,1504804922,Math for Liberal Arts,1,8,0,0,0,1,0
412,1171654411069898,1318392381,1504804922,Social Choice,1,8,0,411,0,1,0
413,1171654429265917,1318392381,1504804922,Voting,1,8,0,412,0,1,0
414,1171654445510585,1318392381,1504804922,Weighted voting,1,8,0,412,0,1,0
415,1171654458856396,1318392381,1504804922,Fair Division,1,8,0,412,0,1,0
416,1171654473279850,1318392382,1504804922,Apportionment,1,8,0,412,0,1,0
417,1171654493504428,1318392382,1504804922,Networks/Graph Theory,1,8,0,411,0,1,0
418,1171654506837255,1318392382,1504804922,Euler circuits,1,8,0,417,0,1,0
419,1171654522106273,1318392382,1504804922,Hamiltonian circuits,1,8,0,417,0,1,0
420,1171654534168804,1318392382,1504804922,Trees,1,8,0,417,0,1,0
421,1171654547948319,1318392382,1504804922,Scheduling,1,8,0,417,0,1,0
422,1252090742704001,1318392382,1504804922,Definitions,1,8,0,417,0,1,0
423,1252381836474017,1318392382,1504804922,Shortest Path,1,8,0,417,0,1,0
424,1171654566799968,1318392382,1504804922,Growth models,1,8,0,411,0,1,0
425,1171654582084450,1318392382,1504804922,Consumer math,1,8,0,411,0,1,0
426,1171654600405458,1318392382,1504804922,Logic,1,8,0,411,0,1,0
427,1171654636963882,1318392382,1504804922,Sets,1,8,0,411,0,1,0
428,1171654677514962,1318392382,1504804922,Basic Stats,1,8,0,411,0,1,0
429,1171654692846787,1318392382,1504804922,Collecting data,1,8,0,428,0,1,0
430,1171654784952997,1318392382,1504804922,Descriptive Statistics,1,8,0,428,0,1,0
431,1171654805008510,1318392382,1504804922,Counting,1,8,0,428,0,1,0
432,1171654823737965,1318392382,1504804922,Probability and odds,1,8,0,428,0,1,0
433,1171654843093808,1318392382,1504804922,Normal distribution,1,8,0,428,0,1,0
434,1191002588357969,1318392382,1504804922,Spiral Growth / Golden Ratio,1,8,0,411,0,1,0
435,1274180943267618,1318392382,1504804922,Sequences,1,8,0,411,0,1,0
436,1148950037241272,1318392406,1504804922,Statistics,1,8,0,0,0,1,0
437,1148950037241273,1318392406,1504804922,Vocab and Sampling,1,8,0,436,0,1,0
438,1148950037241274,1318392406,1504804922,Basic Vocab,1,8,0,437,0,1,0
439,1148950037241275,1318392406,1504804922,Sampling methods,1,8,0,437,0,1,0
440,1148950037241276,1318392406,1504804922,Descriptive Stats,1,8,0,436,0,1,0
441,1148950037241277,1318392406,1504804922,Frequency Distributions,1,8,0,440,0,1,0
442,1148950037241278,1318392406,1504804922,Graphical representations,1,8,0,440,0,1,0
443,1148950037241279,1318392406,1504804922,Measures of Center,1,8,0,440,0,1,0
444,1148950037241280,1318392406,1504804922,Measures of Spread,1,8,0,440,0,1,0
445,1148950037241281,1318392406,1504804922,Relative position (percentiles and quartiles),1,8,0,440,0,1,0
446,1148950037241282,1318392406,1504804922,Probability,1,8,0,436,0,1,0
447,1148950037241283,1318392406,1504804922,Basic probability,1,8,0,446,0,1,0
448,1148950037241284,1318392406,1504804922,And/Or/Given,1,8,0,446,0,1,0
449,1148950037241285,1318392406,1504804922,Counting (nCr and nPr),1,8,0,446,0,1,0
450,1148950037241286,1318392406,1504804922,Discrete Probability Distributions,1,8,0,436,0,1,0
451,1148950037241287,1318392406,1504804922,General probability distributions,1,8,0,450,0,1,0
452,1148950037241288,1318392406,1504804922,Binomial distribution,1,8,0,450,0,1,0
453,1148950037241289,1318392406,1504804922,Poisson distribution,1,8,0,450,0,1,0
454,1148950037241290,1318392406,1504804922,Continuous / Normal Distribution,1,8,0,436,0,1,0
455,1148950037241291,1318392406,1504804922,General continuous distributions,1,8,0,454,0,1,0
456,1148950037241292,1318392406,1504804922,Standard normal distribution,1,8,0,454,0,1,0
457,1148950037241293,1318392406,1504804922,General normal distribution,1,8,0,454,0,1,0
458,1148950037241294,1318392406,1504804922,Central limit theorem,1,8,0,454,0,1,0
459,1148950037241295,1318392406,1504804922,Distribution of sample means,1,8,0,454,0,1,0
460,1148950037241296,1318392406,1504804922,Distribution of sample proportions?,1,8,0,454,0,1,0
461,1148950037241297,1318392406,1504804922,Confidence Intervals,1,8,0,436,0,1,0
462,1148950037241298,1318392406,1504804922,Proportions,1,8,0,461,0,1,0
463,1148950037241299,1318392406,1504804922,"Means, sigma known",1,8,0,461,0,1,0
464,1148950037241300,1318392406,1504804922,"Means, sigma unknown",1,8,0,461,0,1,0
465,1148950037241301,1318392406,1504804922,Variance,1,8,0,461,0,1,0
466,1148950037241302,1318392406,1504804922,"Hypothesis Testing, one population",1,8,0,436,0,1,0
467,1148950037241303,1318392406,1504804922,Proportion,1,8,0,466,0,1,0
468,1148950037241304,1318392406,1504804922,Mean,1,8,0,466,0,1,0
469,1148950037241305,1318392406,1504804922,Variance,1,8,0,466,0,1,0
470,1148951529316948,1318392406,1504804922,Pieces,1,8,0,466,0,1,0
471,1148950037241306,1318392406,1504804922,"Hypothesis Testing, two populations",1,8,0,436,0,1,0
472,1148950037241307,1318392406,1504804922,Two proportions,1,8,0,471,0,1,0
473,1148950037241308,1318392406,1504804922,"Two means, independent",1,8,0,471,0,1,0
474,1148950037241309,1318392406,1504804922,"Two means, matched pairs",1,8,0,471,0,1,0
475,1148950037241310,1318392406,1504804922,Two variances,1,8,0,471,0,1,0
476,1148950037241311,1318392406,1504804922,Correlation and Regression,1,8,0,436,0,1,0
477,1148950037241312,1318392406,1504804922,Chi-Square,1,8,0,436,0,1,0
478,1148950037241313,1318392406,1504804922,Multinomial,1,8,0,477,0,1,0
479,1148950037241314,1318392406,1504804922,Contingency table,1,8,0,477,0,1,0
480,1148950037241315,1318392406,1504804922,ANOVA,1,8,0,436,0,1,0
481,1148950037241316,1318392406,1504804922,One way ANOVA,1,8,0,480,0,1,0
482,1148950037241317,1318392406,1504804922,Two way ANOVA,1,8,0,480,0,1,0
486,1236699915995148,1318392490,1504804987,Textbook Specific,1,8,0,0,0,1,0
487,1311361247621138,1369268687,1504804987,Wallace: Beginning and Intermediate Algebra,1,8,0,486,0,1,0
488,1311361295310524,1369268687,1504804987,Chapter 0: Pre-Algebra,1,8,0,487,0,1,0
489,1311361322299522,1369268687,1504804987,Chapter 1: Solving Linear Equations,1,8,0,487,0,1,0
490,1311361336374369,1332381668,1504804987,Graphing Linear Equations,1,8,0,487,0,1,0
491,1311361357320297,1369268687,1504804987,Chapter 3: Inequalities,1,8,0,487,0,1,0
492,1311361374559069,1369268687,1504804987,Chapter 4: Systems of Equations,1,8,0,487,0,1,0
493,1311361384223983,1369268687,1504804987,Chapter 5: Polynomials,1,8,0,487,0,1,0
494,1311361394693891,1369268687,1504804987,Chapter 6: Factoring,1,8,0,487,0,1,0
495,1311361405537091,1369268687,1504804987,Chapter 7: Rational Equations,1,8,0,487,0,1,0
496,1311361422472483,1369268687,1504804987,Chapter 8: Radicals,1,8,0,487,0,1,0
497,1311361432880406,1369268687,1504804987,Chapter 9: Quadratics,1,8,0,487,0,1,0
498,1311361449283632,1369268687,1504804987,Chapter 10: Functions,1,8,0,487,0,1,0
499,1313780943296116,1374148363,1504804987,Hoffman Calculus,1,8,0,486,0,1,0
500,1314651004091348,1318392490,1504804987,Redwoods Prealgebra,1,8,0,486,0,1,0
501,1316888695387562,1318392490,1504804987,CK12 Trig - Sousa Edit,1,8,0,486,0,1,0
502,1318392539798254,1318392539,1504804987,Lippman / Rasmussen Precalculus,1,8,0,486,0,1,0
774,1346169528009403,1352266257,1504804922,Proportional Reasoning,1,8,0,411,0,1,0
775,1351983901792747,1352266257,1504804922,Cryptography,1,8,0,411,0,1,0
776,1352266506508078,1352266506,1504804987,Lippman Math in Society,1,8,0,486,0,1,0
813,1369697601487249,1369697601,1504804987,StitzZeager,1,8,0,486,0,1,0
814,1369700866070540,1369700866,1504804987,Calaway/Hoffman Bus Calc,1,8,0,486,0,1,0
815,1369856081482516,1369856081,1504804987,Scottsdale Arithmetic,1,8,0,486,0,1,0
820,1370624551622563,1370624551,1504804987,OLI supp,1,8,0,486,0,1,0
821,1370652112181832,1376532864,1504805299,Accounting,1,8,0,0,0,1,0
839,1373852944396735,1376532864,1504805299,Intro and Financial Statements,1,8,1,821,0,1,0
840,1373852975528160,1376532864,1504805299,Acct cycle: Journal entries - posting,1,8,1,821,0,1,0
841,1373852991423124,1376532864,1504805299,Acct cycle: adjusting and closing,1,8,1,821,0,1,0
842,1373853020426018,1376532864,1504805299,Accounting for Merchandising Operations,1,8,1,821,0,1,0
843,1373853027059116,1376532864,1504805299,Inventory and Cost of Sales,1,8,1,821,0,1,0
844,1373853037020458,1376532864,1504805299,Cash and Internal Controls,1,8,1,821,0,1,0
845,1373853052838678,1376532864,1504805299,Receivables,1,8,1,821,0,1,0
846,1373853062116742,1376532864,1504805299,Long Term Assets,1,8,1,821,0,1,0
847,1373853068068038,1376532864,1504805299,Liabilities,1,8,1,821,0,1,0
848,1373853081695718,1376532864,1504805299,Payroll transactions,1,8,1,821,0,1,0
849,1373853089291922,1376532864,1504805299,Corporate Reporting,1,8,1,821,0,1,0
850,1373853097138210,1376532864,1504805299,Statement of Cash Flows,1,8,1,821,0,1,0
851,1373853112371101,1376532864,1504805299,Financial Statement Analysis,1,8,1,821,0,1,0
1059,1385430279942565,1385430279,1504804987,Scottsdale Intermediate,1,8,0,486,0,1,0
1219,1387313060865788,1387313060,1504804987,OpenIntro Stats,1,8,0,486,0,1,0
1221,1387309991706023,1387313123,1504804987,From the authors,1,8,1,1219,0,1,0
1718,1397695531508077,1397695531,1504805299,Chemistry,1,8,1,0,0,1,0
1739,1398014665714948,1398014665,1504805299,"Atoms, Molecules, and Ions",1,8,0,1718,0,1,0
1740,1398014682064618,1398014682,1504805299,Mass Relationships,1,8,0,1718,0,1,0
1742,1398014713742452,1398014713,1504805299,Periodicity,1,8,0,1718,0,1,0
1745,1398014766080198,1398014766,1504805299,Thermochemistry,1,8,0,1718,0,1,0
1746,1398014775768881,1398014775,1504805299,Gases,1,8,0,1718,0,1,0
1748,1398700488596683,1398700488,1504804987,onlinestatbook,1,8,0,486,0,1,0
1768,1401421669660857,1401421669,1504805299,Cost Concepts and Classifications,1,8,0,821,0,1,0
1769,1401421785660067,1401421785,1504805299,Job Costing,1,8,0,821,0,1,0
1770,1401421793542229,1401421793,1504805299,Process Costing,1,8,0,821,0,1,0
1771,1401421801280620,1401421801,1504805299,Service Costing,1,8,0,821,0,1,0
1772,1401421811914024,1401421811,1504805299,CVP Analysis,1,8,0,821,0,1,0
1773,1401421820018801,1401421820,1504805299,ABC Costing,1,8,0,821,0,1,0
1774,1401421826733466,1401421826,1504805299,Variable Costing,1,8,0,821,0,1,0
1775,1401421839892075,1401421839,1504805299,Budgeting and Profit Planning,1,8,0,821,0,1,0
1776,1401421847230669,1401421847,1504805299,Flexible Budgets,1,8,0,821,0,1,0
1777,1401421856543541,1401421856,1504805299,Standard Costs and Variance Analysis,1,8,0,821,0,1,0
1778,1401421865620969,1401421865,1504805299,Capital Budgeting,1,8,0,821,0,1,0
1779,1401421929532205,1401421929,1504805299,Performance Measurements and Responsibility Accounting,1,8,0,821,0,1,0
1780,1401421936455072,1401421936,1504805299,Product Planning,1,8,0,821,0,1,0
1783,1341004341295378,1402443075,1504804922,Geometric Distribution,1,8,0,450,0,1,0
1784,1341004543906469,1402443075,1504804922,Chebyshev / Empirical,1,8,0,454,0,1,0
1786,1208199235371403,1402937075,1504805299,Finite Math,1,8,0,0,0,1,0
1787,1208199242455341,1402937075,1504805299,Consumer Math,1,8,0,1786,0,1,0
1788,1208199267979516,1402937075,1504805299,Simple Interest,1,8,0,1787,0,1,0
1789,1208199276874383,1402937075,1504805299,Compound Interest,1,8,0,1787,0,1,0
1790,1208199303120539,1402937075,1504805299,FV Annuities,1,8,0,1787,0,1,0
1791,1208199325733528,1402937075,1504805299,PV Annuity / Loans,1,8,0,1787,0,1,0
1792,1391795488155614,1402937075,1504805299,Geometric Sequence,1,8,0,1787,0,1,0
1793,1391795673555875,1402937075,1504805299,Arithmetic Sequence,1,8,0,1787,0,1,0
1794,1208205719483755,1402937075,1504805299,Systems / Matrices,1,8,0,1786,0,1,0
1795,1208205742523544,1402937075,1504805299,Systems <-> Matrices,1,8,0,1794,0,1,0
1796,1208205759338457,1402937075,1504805299,Row reduction,1,8,0,1794,0,1,0
1797,1208205766942498,1402937075,1504805299,Other,1,8,0,1794,0,1,0
1798,1208205784271024,1402937075,1504805299,Apps,1,8,0,1794,0,1,0
1799,1381506106155477,1402937075,1504805299,Regression and Modeling and Interpolation,1,8,0,1794,0,1,0
1800,1381521900473727,1402937075,1504805299,Addition and Subtraction,1,8,0,1794,0,1,0
1801,1381521919502726,1402937075,1504805299,Augmented,1,8,0,1794,0,1,0
1802,1381521936765854,1402937075,1504805299,Determinant,1,8,0,1794,0,1,0
1803,1381521956699626,1402937075,1504805299,Dimension,1,8,0,1794,0,1,0
1804,1381521968158920,1402937075,1504805299,Elements,1,8,0,1794,0,1,0
1805,1381521983036750,1402937075,1504805299,Leontief,1,8,0,1794,0,1,0
1806,1381521995567483,1402937075,1504805299,Inverse,1,8,0,1794,0,1,0
1807,1381522026682485,1402937075,1504805299,Multiplication,1,8,0,1794,0,1,0
1808,1381522046526034,1402937075,1504805299,Solving Matrix Equation,1,8,0,1794,0,1,0
1809,1381522062051173,1402937075,1504805299,Transpose,1,8,0,1794,0,1,0
1810,1381522080392161,1402937075,1504805299,Transition and Transformation,1,8,0,1794,0,1,0
1811,1381522787408876,1402937075,1504805299,Zero Matrix,1,8,0,1794,0,1,0
1812,1208903559200477,1402937075,1504805299,Linear Programming,1,8,0,1786,0,1,0
1813,1208903574061759,1402937075,1504805299,Linear Inequalities,1,8,0,1812,0,1,0
1814,1209406834300521,1402937075,1504805299,Graphical method,1,8,0,1812,0,1,0
1815,1209492818144758,1402937075,1504805299,Applications,1,8,0,1812,0,1,0
1816,1381505969727983,1402937075,1504805299,Simplex,1,8,0,1812,0,1,0
1818,1381505992963184,1402937075,1504805299,Business and Economics,1,8,0,1786,0,1,0
1819,1381506020158625,1402937075,1504805299,Cost Revenue and Profit,1,8,0,1818,0,1,0
1820,1381506061708672,1402937075,1504805299,Break Even Points and Maximization,1,8,0,1818,0,1,0
1821,1381506079584755,1402937075,1504805299,Supply and Demand,1,8,0,1818,0,1,0
1961,1410821231606075,1410821231,1504805299,AP Physics 1,1,8,1,3228,0,1,0
1962,1410821289343589,1410821289,1504805299,Unit 02 - Dynamics,1,8,1,1961,0,1,0
1963,1410836663225200,1410836663,1504804987,Big Bend Emporium,1,8,0,486,0,1,0
1964,1410903690576680,1410903690,1504805299,AP Physics 2,1,8,1,3228,0,1,0
1965,1410903739406002,1410903739,1504805299,Unit 02 - Thermodynamics,1,8,1,1964,0,1,0
1974,1411429445959402,1411429445,1504804987,Scottsdale Intro Alg,1,8,0,486,0,1,0
1986,1412029034452317,1412029034,1504805299,Unit 03 - Light and Optics,1,8,1,1964,0,1,0
1988,1341004281609320,1412218846,1508452634,Basic Computation (Percents),1,8,0,437,0,1,0
2024,1339534881984478,1412220044,1504804987,Algebra - Yakima CC,1,8,0,486,0,1,0
2026,1339534937508206,1412220044,1504804987,Ch 3,1,8,0,2024,0,1,0
2027,1339534951730234,1412220044,1504804987,3.1 Introduction to Graphing,1,8,0,2026,0,1,0
2028,1339534966142264,1412220044,1504804987,3.2 Linear Equations in Two Variables,1,8,0,2026,0,1,0
2029,1339534977632612,1412220044,1504804987,3.3 More Graphing of Lines,1,8,0,2026,0,1,0
2030,1339535005232358,1412220044,1504804987,3.4 Slope and Rates of Change,1,8,0,2026,0,1,0
2031,1339535027059410,1412220044,1504804987,3.5 Slope Intercept Form,1,8,0,2026,0,1,0
2032,1339786485556897,1412220044,1504804987,3.6 Point-Slope Form,1,8,0,2026,0,1,0
2033,1339695133737267,1412220044,1504804987,Ch 2,1,8,0,2024,0,1,0
2034,1339695146628504,1412220044,1504804987,2.1 Introduction to Equations,1,8,0,2033,0,1,0
2035,1339811833055835,1412220044,1504804987,2.2 Linear Equations,1,8,0,2033,0,1,0
2036,1339811846623877,1412220044,1504804987,2.3 Introduction to Problem Solving,1,8,0,2033,0,1,0
2037,1339811862799556,1412220044,1504804987,2.4 Formulas,1,8,0,2033,0,1,0
2038,1339811874947809,1412220044,1504804987,2.5 Linear Inequalities,1,8,0,2033,0,1,0
2039,1339701460537966,1412220044,1504804987,Ch 1,1,8,0,2024,0,1,0
2040,1339535041000528,1412220044,1504804987,1.6 Multiplication and Division of Real Numbers,1,8,0,2039,0,1,0
2041,1339535053103862,1412220044,1504804987,1.7 Properties of Real Numbers,1,8,0,2039,0,1,0
2042,1339535065286229,1412220044,1504804987,1.8 Simplifying and Writing Algebraic Expressions,1,8,0,2039,0,1,0
2043,1339701512608092,1412220044,1504804987,"1.1 Numbers, Variables, and Expressions",1,8,0,2039,0,1,0
2044,1339701522781618,1412220044,1504804987,1.2 Fractions,1,8,0,2039,0,1,0
2045,1339701532829499,1412220044,1504804987,1.3 Exponents and Order of Operations,1,8,0,2039,0,1,0
2046,1339701543519144,1412220044,1504804987,1.5 Addition and Subtraction of Real Numbers,1,8,0,2039,0,1,0
2047,1339703225714592,1412220044,1504804987,1.4 Real Numbers and the Number Line,1,8,0,2039,0,1,0
2048,1339704187008074,1412220044,1504804987,Review,1,8,0,2039,0,1,0
2049,1339786504311771,1412220044,1504804987,Ch 4,1,8,0,2024,0,1,0
2050,1339786548742991,1412220044,1504804987,4.1 Solving Systems of Linear Equations Graphically and Numerically,1,8,0,2049,0,1,0
2051,1339787035157408,1412220044,1504804987,4.2 Solving Systems of Linear Equations by Substitiution,1,8,0,2049,0,1,0
2052,1339787059779209,1412220044,1504804987,4.3 Solving Systems of Linear Equations by Elimination,1,8,0,2049,0,1,0
2053,1339787074217912,1412220044,1504804987,4.4 Systems of Linear Inequations,1,8,0,2049,0,1,0
2054,1339787102321854,1412220044,1504804987,Ch 5,1,8,0,2024,0,1,0
2055,1339787270264263,1412220044,1504804987,5.1 Rules for Exponents,1,8,0,2054,0,1,0
2056,1339787289442598,1412220044,1504804987,5.2 Addition and Subtraction of Polynomials,1,8,0,2054,0,1,0
2057,1339787310081158,1412220044,1504804987,5.3 Multiplication of Polynomials,1,8,0,2054,0,1,0
2058,1339787345523326,1412220044,1504804987,5.4 Special Products,1,8,0,2054,0,1,0
2059,1339787359527140,1412220044,1504804987,5.5 Integer Exponents and the Quotient Rule,1,8,0,2054,0,1,0
2060,1339787376279637,1412220044,1504804987,5.6 Division of Polynomials,1,8,0,2054,0,1,0
2061,1339787405927886,1412220044,1504804987,Ch 6,1,8,0,2024,0,1,0
2062,1339787734408465,1412220044,1504804987,6.1 Introduction to Factoring,1,8,0,2061,0,1,0
2063,1339787752653601,1412220044,1504804987,6.2 Factoring Trinomials I (x^2+bx+c),1,8,0,2061,0,1,0
2064,1339787767552943,1412220044,1504804987,6.3 Factoring Trinomials II (ax^2+bx+c),1,8,0,2061,0,1,0
2065,1339787783388181,1412220044,1504804987,6.4 Special Types of Factoring,1,8,0,2061,0,1,0
2066,1339787795865403,1412220044,1504804987,6.5 Summary of Factoring,1,8,0,2061,0,1,0
2067,1339787808385154,1412220044,1504804987,6.6 Solving Equations by Factoring I,1,8,0,2061,0,1,0
2068,1339791890049858,1412220044,1504804987,Ch 7,1,8,0,2024,0,1,0
2069,1339792330152640,1412220044,1504804987,7.3 Addition and Subtraction with Like Denominators,1,8,0,2068,0,1,0
2070,1339792344069769,1412220044,1504804987,7.4 Addition and Subtraction with Unlike Denominators,1,8,0,2068,0,1,0
2071,1339792358799337,1412220044,1504804987,7.5 Complex Fractions,1,8,0,2068,0,1,0
2072,1339792374029398,1412220044,1504804987,7.6 Rational Equations and Formulas,1,8,0,2068,0,1,0
2073,1339792386335990,1412220044,1504804987,7.7 Proportions and Variations,1,8,0,2068,0,1,0
2074,1339791899907984,1412220044,1504804987,Ch 8,1,8,0,2024,0,1,0
2075,1339792026494676,1412220044,1504804987,8.1 Functions and Their Representations,1,8,0,2074,0,1,0
2076,1339792040945433,1412220044,1504804987,8.2 Linear Functions,1,8,0,2074,0,1,0
2077,1339792053886069,1412220044,1504804987,8.3 Compound Inequalities,1,8,0,2074,0,1,0
2078,1339792068618939,1412220044,1504804987,8.4 Other Functions and Their Properties,1,8,0,2074,0,1,0
2079,1339792082514982,1412220044,1504804987,8.5 Absolute Value Equations and Inequalitles,1,8,0,2074,0,1,0
2080,1341859380205012,1412220044,1504804987,Ch 10,1,8,0,2024,0,1,0
2081,1341859421789489,1412220044,1504804987,10.1  Radical Expressions and Functions,1,8,0,2080,0,1,0
2082,1341859464128265,1412220044,1504804987,10.2 Rational Exponents,1,8,0,2080,0,1,0
2083,1341859508181401,1412220044,1504804987,10.3 Simplifying Radical Expressions,1,8,0,2080,0,1,0
2084,1341859536680734,1412220044,1504804987,10.4 Operations on Radical Expressions,1,8,0,2080,0,1,0
2085,1341859590057861,1412220044,1504804987,10.6 Equations Involving Radical Expressions,1,8,0,2080,0,1,0
2086,1341859605752120,1412220044,1504804987,10.7 Complex Numbers,1,8,0,2080,0,1,0
2087,1341859620765457,1412220044,1504804987,Ch 11,1,8,0,2024,0,1,0
2088,1341859649315706,1412220044,1504804987,11.1 Quadratic Functions and their Graphs,1,8,0,2087,0,1,0
2089,1341859674677677,1412220044,1504804987,11.2 Parabolos and Modeling,1,8,0,2087,0,1,0
2090,1341859695301989,1412220044,1504804987,11.3 Quadratic Equations,1,8,0,2087,0,1,0
2091,1341859749109951,1412220044,1504804987,11.4 The Quadratic Formula,1,8,0,2087,0,1,0
2092,1341859801648866,1412220044,1504804987,11.5 Quadratric Inequalities,1,8,0,2087,0,1,0
2093,1341859828485758,1412220044,1504804987,11.6 Equations Quadratic in Form,1,8,0,2087,0,1,0
2094,1341859849262218,1412220044,1504804987,Ch 12,1,8,0,2024,0,1,0
2095,1341859872396581,1412220044,1504804987,12.1 Composite and Inverse Functions,1,8,0,2094,0,1,0
